DATA_SOURCE	TXP	VARIANT_CLASS	CANCER_TYPE	ANY_REGION_DUPLICATED	PYCLONECLONAL_SC	OVERALL_TIMING	SOURCE_HUGO_SYMBOL	FUNFAM	SCORE_THRESHOLD	DRIVERMUT	MUTANT_EXPRESSED	NUM_MUTS	NUM_ROWS
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	ALK	1.10.510.10_78745_3dpkA02			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	ALKBH3	2.60.120.590_2394_2iuwA00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	ALOX15B	1.20.245.10_1006_3d3lA01			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	ALX4	1.10.10.60_124085_3a01B00				1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	ANK2	1.10.533.10_5156_4d8oA04			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	ANK2	1.25.40.20_62059_1n11A00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	ANK2	1.25.40.20_62066_4rlyA00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	ANKDD1A	1.25.40.20_3759_3deoA02			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	ANXA6	1.10.220.10_3833_1m9iA01				1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	AOC1	3.10.450.40_4049_3hi7A01			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	AOX1	3.30.365.10_16598_2ckjB00			FALSE	2	2
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	AP1G1	1.25.10.10_4745_1w63A00			TRUE	2	2
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	AP3M1	2.60.40.1170_1747_4iknA02				1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	APBB1IP	2.30.29.30_22502_3hk0A02			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	APEX1	3.60.10.10_13471_1bixA00			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	ARAP3	1.10.555.10_2069_5jcpA01			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	ARG1	3.40.800.10_2194_1wvaA00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	ARHGAP31	1.10.555.10_3968_2osaA00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	ARHGAP31	1.10.555.10_3968_2osaA00				1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	ARNT2	3.30.450.20_87784_4f3lB02				1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	ARNTL2	4.10.280.10_5786_4f3lA01			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	ARSA	3.40.720.10_19079_1fsuA01			TRUE	2	2
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	ARSI	3.30.1120.10_4900_1fsuA02			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	ASCC3	3.40.50.300_630881_4f91B02			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	ASH1L	2.170.270.10_5106_3opeA00			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	ATG7	3.40.50.720_284825_3ruiA00				1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	ATHL1	1.50.10.10_18716_3wiqA02			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	ATHL1	1.50.10.10_18716_3wiqA02				1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	ATP1A2	1.20.1110.10_14688_3b8eA02			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	ATP1A3	3.40.1110.10_15480_1mo7A00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	ATP2A3	1.20.1110.10_14619_1iwoA02			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	ATP7B	3.40.50.1000_57801_2b8eA01			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	B4GALT3	3.90.550.10_64684_2ae7A00			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	B4GALT6	3.90.550.10_64684_2ae7A00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	BANF1	1.10.150.40_73_1ci4A00			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	BCL2A1	1.10.437.10_621_2vofA00				1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	BHMT	3.20.20.330_1367_1lt7A00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	BHMT2	3.20.20.330_1367_1lt7A00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	BIRC3	1.10.533.10_5221_2l9mA00			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	BMPR1B	3.30.200.20_64171_3mdyA01			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	BRF2	1.10.472.10_9860_1c9bA01			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	BTRC	1.20.1280.50_10802_1p22A01				1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	BUB3	2.130.10.10_103134_3mmyA00			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	C1QC	2.60.120.40_2614_4douA01			FALSE	2	2
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	C5	2.40.50.120_1108_2a73B07			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	C6	2.10.70.10_16788_3t5oA04			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	C8G	2.40.128.20_5910_1iw2A00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	C8G	2.40.128.20_5910_1iw2A00				1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CA13	3.10.200.10_1430_2zncA00			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CA13	3.10.200.10_1430_2zncA00				2	2
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CADPS	2.30.29.30_22759_1wi1A01				1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CAMK2D	3.30.200.20_2564_2vn9A01			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CAND2	1.25.10.10_68699_1u6gC00				2	2
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CAPN11	3.90.70.10_17149_1kfuL02			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CAPN12	2.60.120.380_4707_1kfuL03			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CAPRIN2	2.60.120.40_2536_4oulA00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CARD9	1.10.533.10_5158_4i16A00				1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CASP4	3.30.70.1470_602_1bmqB00			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CASP6	3.40.50.1460_5819_2wdpA00				1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CASP9	1.10.533.10_5146_3ygsP00				1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CASQ2	3.40.30.10_78952_2vafA03			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CCM2	2.30.29.30_21877_4wj7A00			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CD180	3.80.10.10_106846_5ijbA00				1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CD1C	3.30.500.10_3472_3ov6A02			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CD59	2.10.60.10_3160_1cdqA00			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CDC16	1.25.40.10_145396_3hymB00				1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CDC42BPB	3.30.200.20_806_3qfvA01			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CDH1	2.60.40.60_18653_3q2vA03		TRUE		1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CDH2	2.60.40.60_18813_1edhA02			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CDH23	2.60.40.60_18422_2wcpA02				1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CDH3	2.60.40.60_18709_1edhA01			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CDH4	2.60.40.60_18653_3q2vA03			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CDK1	1.10.510.10_78743_4y72A02			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CDK1	1.10.510.10_78743_4y72A02				1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CDK19	3.30.200.20_64559_3rgfA01			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CDK3	1.10.510.10_78743_4y72A02			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CDK5RAP1	3.80.30.20_6747_2qgqA01			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CDKN2A	1.25.40.20_62346_1a5eA00	MC3	TRUE	FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CDKN2B	1.25.40.20_62346_1a5eA00			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CEBPD	1.20.5.170_18257_1ci6B00			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CECR1	3.20.20.140_40698_1a4lA00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CELF3	3.30.70.330_42341_2dgqA00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CELF4	3.30.70.330_42341_2dgqA00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CENPE	3.40.850.10_4688_4h1gA02			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CES3	3.40.50.1820_115121_1mx1A00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CES4A	3.40.50.1820_115121_1mx1A00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CFI	2.40.10.10_47333_2xrcA04			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CHL1	2.60.40.10_136062_3p3yA03				1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CHN2	3.30.505.10_4173_3cxlA01				1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CHRNB4	2.70.170.10_2370_5afhA00				1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CKMT2	3.30.590.10_4316_3b6rA02				1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CLEC11A	3.10.100.10_12456_1b08A00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CLEC4D	3.10.100.10_12415_2ls8A00				1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CLEC9A	3.10.100.10_12461_1ypoA00			FALSE	2	2
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CLTCL1	1.25.40.10_144984_1b89A00				1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CLTCL1	2.130.10.110_173_2xzgA00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CNTN5	2.60.40.10_135772_2om5A02			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CNTNAP2	2.60.120.200_24969_2h0bA00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	COL15A1	3.10.100.10_12598_1bnlA00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	COTL1	3.40.20.10_5483_1t2lA00			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CPAMD8	1.50.10.20_6350_2pn5A09			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CPS1	3.50.30.20_1813_1a9xB01			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CPXM2	3.40.630.10_34847_1uwyA01			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CREB5	1.20.5.170_17832_1t2kD00			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CREBBP	1.20.1020.10_323_1l3eB00		TRUE		1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CRISP2	3.40.33.10_4816_3q2rA00				1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CRKL	3.30.505.10_4181_1ju5A00				1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CRMP1	3.20.20.140_40287_2vr2A01			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CRYM	3.40.50.720_292294_2i99A02			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CSE1L	1.25.10.10_70133_1wa5C00			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CSF1R	2.60.40.10_135240_3ejjX03			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CSK	1.10.510.10_78758_1fpuA02			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CSMD1	2.10.70.10_17214_2ehfA00				1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CST6	3.10.450.10_2231_1g96A00			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CTLA4	2.60.40.10_131974_1ah1A00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CTSC	2.40.128.80_119_1k3bA00			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CTSK	3.90.70.10_17143_1gloA00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CUBN	2.60.120.290_8229_4lmfA03			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CYP24A1	1.10.630.10_29337_1og2A00			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CYP27A1	1.10.630.10_29337_1og2A00			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CYP27B1	1.10.630.10_29337_1og2A00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CYP27C1	1.10.630.10_29337_1og2A00			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CYP2C9	1.10.630.10_29337_1og2A00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CYP2R1	1.10.630.10_29337_1og2A00			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CYP4F11	1.10.630.10_29314_1tqnA00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CYP7B1	1.10.630.10_29452_2iagA00			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CYP8B1	1.10.630.10_29452_2iagA00			FALSE	2	2
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	CYP8B1	1.10.630.10_29452_2iagA00				2	2
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	DBT	2.40.50.100_49120_1k8mA00			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	DBT	3.30.559.10_22080_2ihwA01			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	DCC	2.60.40.10_3199_4ploB01			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	DCN	3.80.10.10_105404_1xcdA00				1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	DDC	3.40.640.10_63248_3k40A02			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	DDX17	3.40.50.300_627197_3fe2A00				1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	DDX43	3.40.50.300_632810_2db3A02			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	DDX46	3.40.50.300_627197_3fe2A00			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	DDX52	3.40.50.300_633608_3dkpA00			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	DHX8	3.40.50.300_629730_2xauA02			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	DHX8	3.40.50.300_629730_2xauA02			TRUE	2	2
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	DHX9	3.30.160.20_10129_3vyxA00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	DICER1	1.10.1520.10_4026_3c4bA01		TRUE		1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	DLG2	2.30.42.10_23528_5jxbA00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	DLL1	2.10.25.10_45768_1bf9A00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	DMRTA2	4.10.1040.10_127_1lpvA00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	DNAH11	3.40.50.300_630802_3vkgA05			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	DNAH2	3.40.50.300_630802_3vkgA05			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	DNAH7	3.40.50.300_631150_3vkhA06			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	DNAH9	3.40.50.300_630802_3vkgA05				1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	DNAJA1	1.10.287.110_14663_2lo1A00			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	DNAJB2	1.10.287.110_14661_2dn9A01			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	DNAJC10	3.40.30.10_79152_3apoA07			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	DNAJC6	1.10.287.110_14406_1n4cA01			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	DNASE1L2	3.60.10.10_13512_4awnA00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	DNMT3B	3.40.50.150_133759_2qrvA01			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	DOK2	2.30.29.30_22522_2d9wA01			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	DPEP1	3.20.20.140_40304_1itqA00				1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	DPF2	3.30.40.10_60258_5b79A00			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	DPF3	3.30.40.10_60258_5b79A00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	DPH3	3.10.660.10_424_4d4oA02			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	DPYSL4	3.20.20.140_40287_2vr2A01			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	DPYSL4	3.20.20.140_40287_2vr2A01				1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	DUOX2	3.40.50.80_12661_3a1fA00			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	DYSF	2.60.40.150_15439_4ihbA00				1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	EDIL3	2.10.25.10_45106_4d90A02			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	EGFR	3.80.20.20_3241_1ivoA01				1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	EGFR	3.80.20.20_3244_1ivoA03			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	EIF2B5	1.25.40.180_4439_3juiA00			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	EIF2S1	3.30.70.1130_305_1q8kA03			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	EIF5B	2.40.30.10_37805_3wbjA02			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	ELAC1	3.60.15.10_258_3zwfA00			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	EML3	2.130.10.10_103075_4ci8A01			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	ENPP1	3.40.570.10_1273_4gtwA02			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	ENPP1	3.40.570.10_1273_4gtwA02				1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	ENPP3	3.40.570.10_1273_4gtwA02				1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	EPB41L2	2.30.29.30_22240_1gg3A01				1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	EPB41L4A	1.20.80.10_2751_1ni2A02			TRUE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	EPB41L5	1.20.80.10_2751_1ni2A02			FALSE	1	1
Tx	N	Missense_Mutation	LUAD	FALSE	C	unknown	EPHA3	3.30.200.20_2482_1jpaA01			TRUE	1	1
